"name","image","rarity","team","idol","level","master","number","life","total_min","dance_min","total_MAX","dance_MAX","total_MM","dance_MM","vocal_min","visual_min","vocal_MAX","visual_MAX","vocal_MM","visual_MM","get_card","center","skill_type","skill","date","evol","gasya"
"スイートシャワー　天空橋朋花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1528870200.jpg","SR＋","フェアリー","天空橋朋花","70","4","590","35","5763","1344","13194","3077","14770","3445","2496","1923","5715","4402","6399","4930","覚醒
スイートシャワー　天空橋朋花を覚醒
","Fairyハーモニー
Fairyタイプのボーカル値が60％アップ
","スコアアップ

","スイートマジックソング
9秒ごとに36％の確率で4秒間、Perfectのスコアが26％アップ
","2018-06-13","NULL","NULL"
"うざカワクィーン　野々原茜","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537544838.jpg","SR","エンジェル","野々原茜","60","4","591","35","5720","2210","11254","4348","12826","4956","1616","1894","3180","3726","3624","4246","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201806
","Angelチャージ
Angelタイプのライフが30％アップ
","ライフ回復

","も～いっかいJUMP！
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-06-13","うざカワクィーン　野々原茜＋

","×

"
"うざカワクィーン　野々原茜＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537544858.jpg","SR＋","エンジェル","野々原茜","70","4","592","35","5733","2215","13128","5072","14700","5680","1620","1898","3709","4347","4153","4867","覚醒
うざカワクィーン　野々原茜を覚醒
","Angelチャージ
Angelタイプのライフが30％アップ
","ライフ回復

","も～いっかいJUMP！
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-06-13","NULL","NULL"
"フューチャーライブ360　北沢志保","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1528870229.jpg","R","フェアリー","北沢志保","40","4","593","30","4167","1164","8132","2272","9352","2612","1607","1396","3136","2724","3608","3132","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201806
","Fairyハーモニー
Fairyタイプのボーカル値が30％アップ
","スコアアップ

","360度スマイル！
7秒ごとに31％の確率で5秒間、Perfectのスコアが20％アップ
","2018-06-13","フューチャーライブ360　北沢志保＋

","○

"
"フューチャーライブ360　北沢志保＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1528870242.jpg","R＋","フェアリー","北沢志保","50","4","594","30","4188","1170","10166","2841","11386","3181","1615","1403","3921","3404","4393","3812","覚醒
フューチャーライブ360　北沢志保を覚醒
","Fairyハーモニー
Fairyタイプのボーカル値が30％アップ
","スコアアップ

","360度スマイル！
7秒ごとに31％の確率で5秒間、Perfectのスコアが20％アップ
","2018-06-13","NULL","NULL"
"ワクワクを履いていこ♪　横山奈緒","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529305407.jpg","SSR","プリンセス","横山奈緒","80","4","595","40","7301","2431","14422","4802","16370","5450","1721","3149","3400","6220","3860","7060","プラチナガシャ
キャンペーンガールガシャ
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","スコアアップ

","おしゃれは足元から
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが30％アップ
","2018-06-18","ワクワクを履いていこ♪　横山奈緒＋

","○

"
"ワクワクを履いていこ♪　横山奈緒＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529305418.jpg","SSR＋","プリンセス","横山奈緒","90","4","596","40","7311","2434","16223","5402","18171","6050","1724","3153","3824","6997","4284","7837","覚醒
ワクワクを履いていこ♪　横山奈緒を覚醒
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","スコアアップ

","おしゃれは足元から
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが30％アップ
","2018-06-18","NULL","NULL"
"麗しきエルディスト　四条貴音","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529305426.jpg","SR","フェアリー","四条貴音","60","4","597","35","5749","1910","11312","3758","12896","4286","1919","1920","3776","3778","4304","4306","プラチナガシャ
キャンペーンガールガシャ
","Fairyチャージ
Fairyタイプのライフが30％アップ
","ライフ回復

","長女の貫禄
11秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-06-18","麗しきエルディスト　四条貴音＋

","○

"
"麗しきエルディスト　四条貴音＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529305434.jpg","SR＋","フェアリー","四条貴音","70","4","598","35","5764","1915","13196","4384","14780","4912","1924","1925","4405","4407","4933","4935","覚醒
麗しきエルディスト　四条貴音を覚醒
","Fairyチャージ
Fairyタイプのライフが30％アップ
","ライフ回復

","長女の貫禄
11秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-06-18","NULL","NULL"
"爽やかレモンチーズケーキ　佐竹美奈子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529305443.jpg","R","プリンセス","佐竹美奈子","40","4","599","30","4182","1380","8160","2692","9384","3096","1601","1201","3124","2344","3592","2696","プラチナガシャ
キャンペーンガールガシャ
","Princessテクニック
Princessタイプのスキル発動率が10％アップ
","判定強化

","ひんやりスイートサワー
9秒ごとに21％の確率で4秒間、GreatをPerfectにする
","2018-06-18","爽やかレモンチーズケーキ　佐竹美奈子＋

","○

"
"爽やかレモンチーズケーキ　佐竹美奈子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529305452.jpg","R＋","プリンセス","佐竹美奈子","50","4","600","30","4202","1386","10200","3364","11424","3768","1609","1207","3905","2931","4373","3283","覚醒
爽やかレモンチーズケーキ　佐竹美奈子を覚醒
","Princessテクニック
Princessタイプのスキル発動率が10％アップ
","判定強化

","ひんやりスイートサワー
9秒ごとに21％の確率で4秒間、GreatをPerfectにする
","2018-06-18","NULL","NULL"
"閃光☆HANABI団　高山紗代子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529476222.jpg","SR","プリンセス","高山紗代子","60","4","601","35","6299","1485","12392","2922","14128","3330","2090","2724","4112","5358","4688","6110","ツアー
【イベント】プラチナスターツアー～咲くは浮世の君花火～
","Princessコーデ
Princessタイプのビジュアル値が60％アップ
","コンボボーナス

","パッションファイヤー！
9秒ごとに36％の確率で4秒間、コンボボーナスが20％アップ
","2018-06-20","閃光☆HANABI団　高山紗代子＋

","×

"
"閃光☆HANABI団　高山紗代子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529476232.jpg","SR＋","プリンセス","高山紗代子","70","4","602","35","6314","1489","14458","3410","16194","3818","2095","2730","4798","6250","5374","7002","覚醒
閃光☆HANABI団　高山紗代子を覚醒
","Princessコーデ
Princessタイプのビジュアル値が60％アップ
","コンボボーナス

","パッションファイヤー！
9秒ごとに36％の確率で4秒間、コンボボーナスが20％アップ
","2018-06-20","NULL","NULL"
"閃光☆HANABI団　高坂海美","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529476242.jpg","SR","プリンセス","高坂海美","60","4","603","35","5939","1986","11682","3906","13318","4454","1966","1987","3868","3908","4408","4456","ツアー
【イベント】プラチナスターツアー～咲くは浮世の君花火～
","Princessテクニック
Princessタイプのスキル発動率が20％アップ
","判定強化

","華麗に打ち上がれ！
9秒ごとに26％の確率で3秒間、Great/GoodをPerfectにする
","2018-06-20","閃光☆HANABI団　高坂海美＋

","×

"
"閃光☆HANABI団　高坂海美＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1529476250.jpg","SR＋","プリンセス","高坂海美","70","4","604","35","5952","1990","13627","4556","15263","5104","1971","1991","4512","4559","5052","5107","覚醒
閃光☆HANABI団　高坂海美を覚醒
","Princessテクニック
Princessタイプのスキル発動率が20％アップ
","判定強化

","華麗に打ち上がれ！
9秒ごとに26％の確率で3秒間、Great/GoodをPerfectにする
","2018-06-20","NULL","NULL"
"BRAND NEW PERFORMANCE　天海春香","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530200384.jpg","SR","プリンセス","天海春香","60","4","605","35","5234","1238","10296","2436","11736","2776","2252","1744","4430","3430","5050","3910","その他
【イベント】BRAND★NEW★PERFORM＠NCE！！！
","Princessハーモニー
Princessタイプのボーカル値が60％アップ
","スコアアップ

","ヌーベル・プリンセス
9秒ごとに31％の確率で5秒間、Perfectのスコアが24％アップ
","2018-06-29","BRAND NEW PERFORMANCE　天海春香＋

","×

"
"BRAND NEW PERFORMANCE　天海春香＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530200618.jpg","SR＋","プリンセス","天海春香","70","4","606","35","5246","1241","12010","2841","12964","3003","2257","1748","5168","4001","5587","4374","覚醒
BRAND NEW PERFORMANCE　天海春香を覚醒
","Princessハーモニー
Princessタイプのボーカル値が60％アップ
","スコアアップ

","ヌーベル・プリンセス
9秒ごとに31％の確率で5秒間、Perfectのスコアが24％アップ
","2018-06-29","NULL","NULL"
"BRAND NEW PERFORMANCE　萩原雪歩","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530200786.jpg","SR","プリンセス","萩原雪歩","60","4","611","35","5234","1744","10296","3430","11736","3910","1238","2252","2436","4430","2776","5050","その他
【イベント】BRAND★NEW★PERFORM＠NCE！！！
","Princessシャイン
Princessタイプの全アピール値が20％アップ
","スコアアップ

","ヌーベル・プリンセス
10秒ごとに31％の確率で5秒間、Perfectのスコアが24％アップ
","2018-06-29","BRAND NEW PERFORMANCE　萩原雪歩＋

","×

"
"BRAND NEW PERFORMANCE　萩原雪歩＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530200955.jpg","SR＋","プリンセス","萩原雪歩","70","4","612","35","5246","1748","12010","4001","12964","4374","1241","2257","2841","5168","3003","5587","覚醒
BRAND NEW PERFORMANCE　萩原雪歩を覚醒
","Princessシャイン
Princessタイプの全アピール値が20％アップ
","スコアアップ

","ヌーベル・プリンセス
10秒ごとに31％の確率で5秒間、Perfectのスコアが24％アップ
","2018-06-29","NULL","NULL"
"BRAND NEW PERFORMANCE　菊地真","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530201096.jpg","SR","プリンセス","菊地真","60","4","615","35","5234","2252","10296","4430","11736","5050","1238","1744","2436","3430","2776","3910","その他
【イベント】BRAND★NEW★PERFORM＠NCE！！！
","Princessステップ
Princessタイプのダンス値は60％アップ
","スコアアップ

","ヌーベル・プリンセス
11秒ごとに31％の確率で6秒間、Perfectのスコアが24％アップ
","2018-06-29","BRAND NEW PERFORMANCE　菊地真＋

","×

"
"BRAND NEW PERFORMANCE　菊地真＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530201247.jpg","SR＋","プリンセス","菊地真","70","4","616","35","5246","2257","12010","5168","12964","5587","1241","1748","2841","4001","3003","4374","覚醒
BRAND NEW PERFORMANCE　菊地真を覚醒
","Princessステップ
Princessタイプのダンス値は60％アップ
","スコアアップ

","ヌーベル・プリンセス
11秒ごとに31％の確率で6秒間、Perfectのスコアが24％アップ
","2018-06-29","NULL","NULL"
"BRAND NEW PERFORMANCE　我那覇響","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530201438.jpg","SR","プリンセス","我那覇響","70","4","629","35","5234","2252","10296","4430","11736","5050","1744","1238","3430","2436","3910","2776","その他
【イベント】BRAND★NEW★PERFORM＠NCE！！！
","Princessステップ
Princessタイプのダンス値が60％アップ
","スコアアップ

","ヌーベル・プリンセス
12秒ごとに31％の確率で6秒間、Perfectのスコアが24％アップ
","2018-06-29","BRAND NEW PERFORMANCE　我那覇響＋

","×

"
"BRAND NEW PERFORMANCE　我那覇響＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530201597.jpg","SR＋","プリンセス","我那覇響","70","4","630","35","5246","2257","12010","5168","12964","5587","1748","1241","4001","2841","4374","3003","覚醒
BRAND NEW PERFORMANCE　我那覇響を覚醒
","Princessステップ
Princessタイプのダンス値が60％アップ
","スコアアップ

","ヌーベル・プリンセス
12秒ごとに31％の確率で6秒間、Perfectのスコアが24％アップ
","2018-06-29","NULL","NULL"
"BRAND NEW PERFORMANCE　春日未来","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1530201946.jpg","SR","プリンセス","春日未来","60","4","631","35","5234","2252","10296","4430","11736","5050","1744","1238","3430","2436","3910","2776","その他
【イベント】BRAND★NEW★PERFORM＠NCE！！！
","Princessシャイン
Princessタイプの全アピール値が20％アップ
","スコアアップ

","ヌーベル・プリンセス
13秒ごとに31％の確率で7秒間、Perfectのスコアが24％アップ
","2018-06-29","BRAND NEW PERFORMANCE　春日未来＋

","×

"
